city,date,keyword,type,value
全国,2016-02-20,雪佛龙,pc,177
全国,2015-12-25,雪佛龙,pc,231
全国,2015-12-29,雪佛龙,pc,216
全国,2015-12-05,雪佛龙,wise,140
全国,2016-02-13,雪佛龙,pc,150
全国,2016-01-16,雪佛龙,pc,166
全国,2016-01-04,雪佛龙,pc,302
全国,2016-01-29,雪佛龙,pc,264
全国,2016-01-06,雪佛龙,pc,257
全国,2016-02-10,雪佛龙,pc,123
全国,2016-01-08,雪佛龙,pc,265
全国,2016-01-13,雪佛龙,pc,281
全国,2016-01-19,雪佛龙,pc,229
全国,2016-02-25,雪佛龙,pc,274
全国,2016-02-19,雪佛龙,pc,219
全国,2016-01-15,雪佛龙,pc,228
全国,2016-01-14,雪佛龙,pc,215
全国,2016-01-31,雪佛龙,pc,151
全国,2016-02-15,雪佛龙,pc,218
全国,2015-12-07,雪佛龙,wise,169
全国,2016-02-29,雪佛龙,pc,236
全国,2016-02-27,雪佛龙,pc,172
全国,2016-02-26,雪佛龙,pc,247
全国,2015-12-08,雪佛龙,wise,183
全国,2016-02-18,雪佛龙,pc,287
全国,2016-02-05,雪佛龙,pc,161
全国,2015-12-30,雪佛龙,pc,212
全国,2016-02-04,雪佛龙,pc,184
全国,2016-02-07,雪佛龙,pc,97
全国,2016-02-08,雪佛龙,pc,108
全国,2016-01-18,雪佛龙,pc,245
全国,2016-02-09,雪佛龙,pc,106
全国,2016-02-24,雪佛龙,pc,271
全国,2016-02-01,雪佛龙,pc,228
全国,2015-12-06,雪佛龙,wise,176
全国,2015-12-10,雪佛龙,wise,159
全国,2016-01-10,雪佛龙,pc,148
全国,2016-01-23,雪佛龙,pc,146
全国,2016-02-28,雪佛龙,pc,163
全国,2016-02-17,雪佛龙,pc,291
全国,2015-12-04,雪佛龙,wise,173
全国,2016-02-21,雪佛龙,pc,158
全国,2015-12-03,雪佛龙,wise,162
全国,2015-12-01,雪佛龙,wise,166
全国,2016-01-30,雪佛龙,pc,158
全国,2016-01-22,雪佛龙,pc,228
全国,2016-02-23,雪佛龙,pc,274
全国,2016-01-24,雪佛龙,pc,150
全国,2016-01-07,雪佛龙,pc,307
全国,2016-02-22,雪佛龙,pc,236
全国,2015-12-02,雪佛龙,wise,159
全国,2016-01-09,雪佛龙,pc,173
全国,2016-02-03,雪佛龙,pc,242
全国,2016-01-21,雪佛龙,pc,231
全国,2016-02-16,雪佛龙,pc,251
全国,2016-01-25,雪佛龙,pc,240
全国,2016-02-02,雪佛龙,pc,191
全国,2015-12-12,雪佛龙,wise,168
全国,2015-12-13,雪佛龙,wise,191
全国,2015-12-11,雪佛龙,wise,183
全国,2015-12-18,雪佛龙,wise,158
全国,2015-12-31,雪佛龙,wise,151
全国,2015-12-19,雪佛龙,wise,150
全国,2015-12-24,雪佛龙,wise,186
全国,2016-01-02,雪佛龙,wise,169
全国,2015-12-25,雪佛龙,wise,151
全国,2015-12-14,雪佛龙,wise,170
全国,2015-12-15,雪佛龙,wise,179
全国,2016-01-01,雪佛龙,wise,159
全国,2015-12-29,雪佛龙,wise,179
全国,2015-12-26,雪佛龙,wise,182
全国,2015-12-27,雪佛龙,wise,182
全国,2015-12-21,雪佛龙,wise,177
全国,2016-01-04,雪佛龙,wise,207
全国,2015-12-22,雪佛龙,wise,201
全国,2016-01-05,雪佛龙,wise,182
全国,2016-01-09,雪佛龙,wise,197
全国,2015-12-28,雪佛龙,wise,180
全国,2015-12-16,雪佛龙,wise,173
全国,2016-01-10,雪佛龙,wise,239
全国,2016-01-11,雪佛龙,wise,183
全国,2015-12-23,雪佛龙,wise,176
全国,2016-01-06,雪佛龙,wise,195
全国,2016-01-03,雪佛龙,wise,254
全国,2016-01-13,雪佛龙,wise,183
全国,2015-12-20,雪佛龙,wise,151
全国,2016-01-12,雪佛龙,wise,177
全国,2015-12-30,雪佛龙,wise,172
全国,2015-12-17,雪佛龙,wise,148
全国,2016-01-08,雪佛龙,wise,195
全国,2016-01-07,雪佛龙,wise,215
全国,2016-01-14,雪佛龙,wise,207
全国,2016-01-22,雪佛龙,wise,183
全国,2016-02-02,雪佛龙,wise,146
全国,2016-02-23,雪佛龙,wise,195
全国,2016-02-19,雪佛龙,wise,170
全国,2016-01-19,雪佛龙,wise,155
全国,2016-02-07,雪佛龙,wise,95
全国,2016-02-14,雪佛龙,wise,129
全国,2016-01-26,雪佛龙,wise,155
全国,2016-01-24,雪佛龙,wise,163
全国,2016-02-01,雪佛龙,wise,154
全国,2016-01-31,雪佛龙,wise,120
全国,2016-02-03,雪佛龙,wise,158
全国,2016-02-18,雪佛龙,wise,170
全国,2016-02-17,雪佛龙,wise,163
全国,2016-02-24,雪佛龙,wise,173
全国,2016-01-27,雪佛龙,wise,166
全国,2016-02-11,雪佛龙,wise,137
全国,2016-02-21,雪佛龙,wise,157
全国,2016-01-29,雪佛龙,wise,184
全国,2016-02-10,雪佛龙,wise,129
全国,2016-01-18,雪佛龙,wise,176
全国,2016-01-30,雪佛龙,wise,172
全国,2016-01-16,雪佛龙,wise,179
全国,2016-01-23,雪佛龙,wise,163
全国,2016-01-21,雪佛龙,wise,176
全国,2016-01-28,雪佛龙,wise,151
全国,2016-02-25,雪佛龙,wise,200
全国,2016-02-27,雪佛龙,wise,162
全国,2016-02-06,雪佛龙,wise,120
全国,2016-02-26,雪佛龙,wise,193
全国,2016-01-17,雪佛龙,wise,169
全国,2016-02-13,雪佛龙,wise,146
全国,2016-02-05,雪佛龙,wise,155
全国,2016-02-04,雪佛龙,wise,163
全国,2016-02-20,雪佛龙,wise,151
全国,2016-02-29,雪佛龙,wise,182
全国,2016-01-25,雪佛龙,wise,169
全国,2016-02-22,雪佛龙,wise,183
全国,2016-02-08,雪佛龙,wise,114
全国,2016-02-16,雪佛龙,wise,162
全国,2016-01-20,雪佛龙,wise,172
全国,2016-02-12,雪佛龙,wise,173
全国,2016-02-28,雪佛龙,wise,155
全国,2016-02-15,雪佛龙,wise,155
全国,2016-01-15,雪佛龙,wise,177
全国,2016-02-09,雪佛龙,wise,121
全国,2015-12-09,雪佛龙,wise,158
全国,2016-03-09,雪佛龙,all,461
全国,2016-03-01,雪佛龙,all,398
全国,2016-03-04,雪佛龙,all,419
全国,2016-03-08,雪佛龙,all,465
全国,2016-03-14,雪佛龙,all,481
全国,2016-03-06,雪佛龙,all,338
全国,2016-03-02,雪佛龙,all,453
全国,2016-03-07,雪佛龙,all,436
全国,2016-03-15,雪佛龙,all,440
全国,2016-03-05,雪佛龙,all,344
全国,2016-03-11,雪佛龙,all,412
全国,2016-03-13,雪佛龙,all,351
全国,2016-04-26,雪佛龙,all,467
全国,2016-04-09,雪佛龙,all,330
全国,2016-04-17,雪佛龙,all,294
全国,2016-05-26,雪佛龙,all,511
全国,2016-04-30,雪佛龙,all,347
全国,2016-04-01,雪佛龙,all,439
全国,2016-04-29,雪佛龙,all,395
全国,2016-04-02,雪佛龙,all,324
全国,2016-05-27,雪佛龙,all,513
全国,2016-05-13,雪佛龙,all,426
全国,2016-03-03,雪佛龙,all,402
全国,2016-05-08,雪佛龙,all,341
全国,2016-04-23,雪佛龙,all,349
全国,2016-03-12,雪佛龙,all,308
全国,2016-04-15,雪佛龙,all,381
全国,2016-04-14,雪佛龙,all,393
全国,2016-04-24,雪佛龙,all,338
全国,2016-03-10,雪佛龙,all,461
全国,2016-05-22,雪佛龙,all,361
全国,2016-03-04,雪佛龙,pc,240
全国,2016-03-18,雪佛龙,all,406
全国,2016-05-07,雪佛龙,all,335
全国,2016-03-31,雪佛龙,all,451
全国,2016-03-01,雪佛龙,pc,228
全国,2016-04-07,雪佛龙,all,457
全国,2016-05-20,雪佛龙,all,434
全国,2016-05-04,雪佛龙,all,437
全国,2016-03-17,雪佛龙,all,394
全国,2016-04-20,雪佛龙,all,495
全国,2016-04-05,雪佛龙,all,448
全国,2016-04-04,雪佛龙,all,336
全国,2016-03-16,雪佛龙,all,447
全国,2016-03-07,雪佛龙,pc,250
全国,2016-04-16,雪佛龙,all,314
全国,2016-03-25,雪佛龙,all,404
全国,2016-03-29,雪佛龙,all,403
全国,2016-03-02,雪佛龙,pc,260
全国,2016-03-24,雪佛龙,all,418
全国,2016-03-19,雪佛龙,all,285
全国,2016-03-20,雪佛龙,all,343
全国,2016-03-27,雪佛龙,all,352
全国,2016-04-13,雪佛龙,all,389
全国,2016-05-25,雪佛龙,all,479
全国,2016-03-09,雪佛龙,pc,268
全国,2016-03-08,雪佛龙,pc,260
全国,2016-03-06,雪佛龙,pc,175
全国,2016-03-28,雪佛龙,all,403
全国,2016-03-30,雪佛龙,all,422
全国,2016-05-15,雪佛龙,all,350
全国,2016-05-06,雪佛龙,all,436
全国,2016-05-03,雪佛龙,all,406
全国,2016-05-28,雪佛龙,all,359
全国,2016-05-17,雪佛龙,all,460
全国,2016-05-10,雪佛龙,all,469
全国,2016-04-21,雪佛龙,all,435
全国,2016-05-21,雪佛龙,all,395
全国,2016-05-30,雪佛龙,all,455
全国,2016-04-27,雪佛龙,all,419
全国,2016-05-14,雪佛龙,all,344
全国,2016-03-05,雪佛龙,pc,186
全国,2016-04-06,雪佛龙,all,453
全国,2016-05-11,雪佛龙,all,471
全国,2016-05-23,雪佛龙,all,500
全国,2016-03-23,雪佛龙,all,437
全国,2016-04-18,雪佛龙,all,391
全国,2016-05-16,雪佛龙,all,502
全国,2016-03-26,雪佛龙,all,303
全国,2016-03-22,雪佛龙,all,401
全国,2016-04-25,雪佛龙,all,432
全国,2016-04-12,雪佛龙,all,423
全国,2016-05-12,雪佛龙,all,477
全国,2016-04-19,雪佛龙,all,511
全国,2016-04-11,雪佛龙,all,384
全国,2016-05-19,雪佛龙,all,445
全国,2016-05-24,雪佛龙,all,439
全国,2016-04-10,雪佛龙,all,334
全国,2016-04-28,雪佛龙,all,402
全国,2016-05-01,雪佛龙,all,289
全国,2016-05-29,雪佛龙,all,349
全国,2016-03-21,雪佛龙,all,426
全国,2016-05-02,雪佛龙,all,328
全国,2016-03-03,雪佛龙,pc,234
全国,2016-05-18,雪佛龙,all,437
全国,2016-04-08,雪佛龙,all,401
全国,2016-05-05,雪佛龙,all,430
全国,2016-04-22,雪佛龙,all,407
全国,2016-04-03,雪佛龙,all,328
全国,2016-05-09,雪佛龙,all,555
全国,2016-03-19,雪佛龙,pc,127
全国,2016-03-10,雪佛龙,pc,288
全国,2016-03-11,雪佛龙,pc,250
全国,2016-03-16,雪佛龙,pc,278
全国,2016-03-14,雪佛龙,pc,279
全国,2016-03-15,雪佛龙,pc,267
全国,2016-03-12,雪佛龙,pc,142
全国,2016-03-18,雪佛龙,pc,247
全国,2016-03-13,雪佛龙,pc,176
全国,2016-03-17,雪佛龙,pc,248
全国,2016-03-20,雪佛龙,pc,195
全国,2016-03-27,雪佛龙,pc,173
全国,2016-03-26,雪佛龙,pc,157
全国,2016-03-30,雪佛龙,pc,247
全国,2016-04-09,雪佛龙,pc,176
全国,2016-03-22,雪佛龙,pc,243
全国,2016-03-21,雪佛龙,pc,251
全国,2016-04-18,雪佛龙,pc,222
全国,2016-03-29,雪佛龙,pc,237
全国,2016-04-02,雪佛龙,pc,165
全国,2016-03-28,雪佛龙,pc,228
全国,2016-04-03,雪佛龙,pc,142
全国,2016-04-05,雪佛龙,pc,257
全国,2016-04-16,雪佛龙,pc,151
全国,2016-04-10,雪佛龙,pc,157
全国,2016-04-14,雪佛龙,pc,236
全国,2016-04-23,雪佛龙,pc,163
全国,2016-03-24,雪佛龙,pc,245
全国,2016-03-23,雪佛龙,pc,274
全国,2016-04-17,雪佛龙,pc,169
全国,2016-05-15,雪佛龙,pc,170
全国,2016-05-03,雪佛龙,pc,240
全国,2016-04-08,雪佛龙,pc,228
全国,2016-04-06,雪佛龙,pc,273
全国,2016-03-06,雪佛龙,wise,163
全国,2016-04-04,雪佛龙,pc,175
全国,2016-05-08,雪佛龙,pc,155
全国,2016-04-19,雪佛龙,pc,343
全国,2016-03-31,雪佛龙,pc,267
全国,2016-03-09,雪佛龙,wise,193
全国,2016-05-05,雪佛龙,pc,242
全国,2016-05-16,雪佛龙,pc,302
全国,2016-05-21,雪佛龙,pc,161
全国,2016-04-27,雪佛龙,pc,236
全国,2016-04-29,雪佛龙,pc,233
全国,2016-03-07,雪佛龙,wise,186
全国,2016-04-25,雪佛龙,pc,256
全国,2016-04-22,雪佛龙,pc,239
全国,2016-05-11,雪佛龙,pc,288
全国,2016-03-25,雪佛龙,pc,234
全国,2016-05-09,雪佛龙,pc,350
全国,2016-04-01,雪佛龙,pc,253
全国,2016-05-28,雪佛龙,pc,158
全国,2016-04-11,雪佛龙,pc,223
全国,2016-05-12,雪佛龙,pc,282
全国,2016-04-30,雪佛龙,pc,172
全国,2016-04-20,雪佛龙,pc,315
全国,2016-05-07,雪佛龙,pc,159
全国,2016-04-26,雪佛龙,pc,267
全国,2016-03-03,雪佛龙,wise,168
全国,2016-04-07,雪佛龙,pc,288
全国,2016-05-06,雪佛龙,pc,248
全国,2016-04-13,雪佛龙,pc,228
全国,2016-04-15,雪佛龙,pc,223
全国,2016-03-11,雪佛龙,wise,162
全国,2016-05-13,雪佛龙,pc,231
全国,2016-05-29,雪佛龙,pc,148
全国,2016-05-20,雪佛龙,pc,239
全国,2016-04-24,雪佛龙,pc,179
全国,2016-05-25,雪佛龙,pc,284
全国,2016-05-26,雪佛龙,pc,285
全国,2016-05-10,雪佛龙,pc,287
全国,2016-04-28,雪佛龙,pc,226
全国,2016-05-17,雪佛龙,pc,259
全国,2016-03-01,雪佛龙,wise,170
全国,2016-05-27,雪佛龙,pc,301
全国,2016-05-04,雪佛龙,pc,267
全国,2016-05-02,雪佛龙,pc,177
全国,2016-04-21,雪佛龙,pc,284
全国,2016-03-08,雪佛龙,wise,205
全国,2016-05-01,雪佛龙,pc,131
全国,2016-03-02,雪佛龙,wise,193
全国,2016-04-12,雪佛龙,pc,254
全国,2016-05-30,雪佛龙,pc,247
全国,2016-05-18,雪佛龙,pc,254
全国,2016-03-04,雪佛龙,wise,179
全国,2016-05-23,雪佛龙,pc,271
全国,2016-05-24,雪佛龙,pc,251
全国,2016-03-12,雪佛龙,wise,166
全国,2016-05-22,雪佛龙,pc,166
全国,2016-05-14,雪佛龙,pc,176
全国,2016-05-19,雪佛龙,pc,282
全国,2016-03-05,雪佛龙,wise,158
全国,2016-03-10,雪佛龙,wise,173
全国,2016-03-29,雪佛龙,wise,166
全国,2016-03-30,雪佛龙,wise,175
全国,2016-03-21,雪佛龙,wise,175
全国,2016-03-25,雪佛龙,wise,170
全国,2016-03-28,雪佛龙,wise,175
全国,2016-03-19,雪佛龙,wise,158
全国,2016-04-04,雪佛龙,wise,161
全国,2016-03-18,雪佛龙,wise,159
全国,2016-03-23,雪佛龙,wise,163
全国,2016-04-07,雪佛龙,wise,169
全国,2016-03-13,雪佛龙,wise,175
全国,2016-03-16,雪佛龙,wise,169
全国,2016-03-15,雪佛龙,wise,173
全国,2016-04-05,雪佛龙,wise,191
全国,2016-04-02,雪佛龙,wise,159
全国,2016-03-27,雪佛龙,wise,179
全国,2016-04-10,雪佛龙,wise,177
全国,2016-04-11,雪佛龙,wise,161
全国,2016-03-14,雪佛龙,wise,202
全国,2016-03-20,雪佛龙,wise,148
全国,2016-04-03,雪佛龙,wise,186
全国,2016-03-17,雪佛龙,wise,146
全国,2016-04-14,雪佛龙,wise,157
全国,2016-03-22,雪佛龙,wise,158
全国,2016-04-08,雪佛龙,wise,173
全国,2016-03-31,雪佛龙,wise,184
全国,2016-04-12,雪佛龙,wise,169
全国,2016-04-13,雪佛龙,wise,161
全国,2016-04-09,雪佛龙,wise,154
全国,2016-04-06,雪佛龙,wise,180
全国,2016-04-01,雪佛龙,wise,186
全国,2016-04-15,雪佛龙,wise,158
全国,2016-04-17,雪佛龙,wise,125
全国,2016-03-26,雪佛龙,wise,146
全国,2016-04-18,雪佛龙,wise,169
全国,2016-04-16,雪佛龙,wise,163
全国,2016-05-04,雪佛龙,wise,170
全国,2016-04-21,雪佛龙,wise,151
全国,2016-04-29,雪佛龙,wise,162
全国,2016-04-22,雪佛龙,wise,168
全国,2016-05-09,雪佛龙,wise,205
全国,2016-05-08,雪佛龙,wise,186
全国,2016-05-05,雪佛龙,wise,188
全国,2016-05-12,雪佛龙,wise,195
全国,2016-05-21,雪佛龙,wise,234
全国,2016-05-13,雪佛龙,wise,195
全国,2016-04-30,雪佛龙,wise,175
全国,2016-04-28,雪佛龙,wise,176
全国,2016-05-19,雪佛龙,wise,163
全国,2016-05-30,雪佛龙,wise,208
全国,2016-05-01,雪佛龙,wise,158
全国,2016-05-02,雪佛龙,wise,151
全国,2016-05-15,雪佛龙,wise,180
全国,2016-04-20,雪佛龙,wise,180
全国,2016-05-16,雪佛龙,wise,200
全国,2016-04-24,雪佛龙,wise,159
全国,2016-05-25,雪佛龙,wise,195
全国,2016-05-07,雪佛龙,wise,176
全国,2016-05-22,雪佛龙,wise,195
全国,2016-05-14,雪佛龙,wise,168
全国,2016-05-28,雪佛龙,wise,201
全国,2016-05-17,雪佛龙,wise,201
全国,2016-04-23,雪佛龙,wise,186
全国,2016-04-26,雪佛龙,wise,200
全国,2016-05-10,雪佛龙,wise,182
全国,2016-05-24,雪佛龙,wise,188
全国,2016-05-03,雪佛龙,wise,166
全国,2016-05-11,雪佛龙,wise,183
全国,2016-05-23,雪佛龙,wise,229
全国,2016-04-19,雪佛龙,wise,168
全国,2016-05-18,雪佛龙,wise,183
全国,2016-05-27,雪佛龙,wise,212
全国,2016-04-25,雪佛龙,wise,176
全国,2016-05-29,雪佛龙,wise,201
全国,2016-05-20,雪佛龙,wise,195
全国,2016-04-27,雪佛龙,wise,183
全国,2016-05-26,雪佛龙,wise,226
全国,2016-05-06,雪佛龙,wise,188
全国,2016-03-24,雪佛龙,wise,173
全国,2016-06-02,雪佛龙,all,453
全国,2016-06-04,雪佛龙,all,325
全国,2016-05-31,雪佛龙,all,424
全国,2016-06-06,雪佛龙,all,473
全国,2016-06-12,雪佛龙,all,403
全国,2016-06-16,雪佛龙,all,395
全国,2016-06-05,雪佛龙,all,333
全国,2016-06-01,雪佛龙,all,428
全国,2016-06-09,雪佛龙,all,325
全国,2016-06-03,雪佛龙,all,405
全国,2016-06-08,雪佛龙,all,437
全国,2016-06-15,雪佛龙,all,376
全国,2016-06-10,雪佛龙,all,303
全国,2016-06-20,雪佛龙,all,463
全国,2016-06-13,雪佛龙,all,457
全国,2016-06-07,雪佛龙,all,553
全国,2016-06-14,雪佛龙,all,421
全国,2016-07-02,雪佛龙,all,327
全国,2016-06-22,雪佛龙,all,455
全国,2016-06-21,雪佛龙,all,446
全国,2016-06-29,雪佛龙,all,504
全国,2016-07-01,雪佛龙,all,367
全国,2016-07-03,雪佛龙,all,352
全国,2016-06-24,雪佛龙,all,382
全国,2016-06-19,雪佛龙,all,392
全国,2016-06-28,雪佛龙,all,417
全国,2016-06-11,雪佛龙,all,318
全国,2016-06-26,雪佛龙,all,314
全国,2016-06-17,雪佛龙,all,428
全国,2016-06-25,雪佛龙,all,323
全国,2016-06-18,雪佛龙,all,381
全国,2016-07-04,雪佛龙,all,401
全国,2016-06-30,雪佛龙,all,488
全国,2016-06-23,雪佛龙,all,448
全国,2016-06-27,雪佛龙,all,448
全国,2016-07-05,雪佛龙,all,463
全国,2016-07-08,雪佛龙,all,460
全国,2016-07-11,雪佛龙,all,435
全国,2016-07-10,雪佛龙,all,331
全国,2016-07-09,雪佛龙,all,358
全国,2016-07-13,雪佛龙,all,391
全国,2016-07-06,雪佛龙,all,477
全国,2016-07-12,雪佛龙,all,468
全国,2016-07-14,雪佛龙,all,459
全国,2016-07-07,雪佛龙,all,456
全国,2016-07-15,雪佛龙,all,473
全国,2016-07-16,雪佛龙,all,332
全国,2016-07-17,雪佛龙,all,348
全国,2016-07-18,雪佛龙,all,525
全国,2016-07-19,雪佛龙,all,481
全国,2016-07-20,雪佛龙,all,657
全国,2016-07-21,雪佛龙,all,1253
全国,2016-06-21,雪佛龙,pc,260
全国,2016-07-27,雪佛龙,all,502
全国,2016-05-31,雪佛龙,pc,234
全国,2016-07-22,雪佛龙,all,504
全国,2016-06-01,雪佛龙,pc,237
全国,2016-06-02,雪佛龙,pc,262
全国,2016-07-29,雪佛龙,all,424
全国,2016-07-24,雪佛龙,all,364
全国,2016-06-22,雪佛龙,pc,243
全国,2016-06-12,雪佛龙,pc,219
全国,2016-07-31,雪佛龙,all,359
全国,2016-06-07,雪佛龙,pc,330
全国,2016-06-29,雪佛龙,pc,293
全国,2016-06-28,雪佛龙,pc,215
全国,2016-07-26,雪佛龙,all,535
全国,2016-07-03,雪佛龙,pc,161
全国,2016-07-28,雪佛龙,all,458
全国,2016-06-20,雪佛龙,pc,237
全国,2016-07-30,雪佛龙,all,346
全国,2016-06-10,雪佛龙,pc,135
全国,2016-06-11,雪佛龙,pc,142
全国,2016-07-05,雪佛龙,pc,281
全国,2016-06-03,雪佛龙,pc,226
全国,2016-06-30,雪佛龙,pc,291
全国,2016-06-05,雪佛龙,pc,151
全国,2016-07-06,雪佛龙,pc,265
全国,2016-06-13,雪佛龙,pc,287
全国,2016-07-08,雪佛龙,pc,245
全国,2016-06-24,雪佛龙,pc,205
全国,2016-07-01,雪佛龙,pc,188
全国,2016-07-04,雪佛龙,pc,213
全国,2016-06-25,雪佛龙,pc,150
全国,2016-06-23,雪佛龙,pc,257
全国,2016-06-27,雪佛龙,pc,254
全国,2016-06-06,雪佛龙,pc,287
全国,2016-06-18,雪佛龙,pc,158
全国,2016-06-17,雪佛龙,pc,237
全国,2016-06-26,雪佛龙,pc,152
全国,2016-07-02,雪佛龙,pc,158
全国,2016-07-12,雪佛龙,pc,270
全国,2016-07-23,雪佛龙,all,386
全国,2016-07-19,雪佛龙,pc,256
全国,2016-07-10,雪佛龙,pc,159
全国,2016-06-19,雪佛龙,pc,191
全国,2016-07-25,雪佛龙,all,406
全国,2016-06-14,雪佛龙,pc,251
全国,2016-07-31,雪佛龙,pc,161
全国,2016-06-08,雪佛龙,pc,239
