city,date,keyword,type,value
上海,2016-06-02,紧凑型车,wise,0
上海,2016-06-09,紧凑型车,wise,64
上海,2016-07-07,紧凑型车,pc,61
上海,2016-06-18,紧凑型车,wise,61
上海,2016-06-20,紧凑型车,wise,61
上海,2016-06-19,紧凑型车,wise,61
上海,2016-07-05,紧凑型车,wise,64
上海,2016-06-29,紧凑型车,wise,61
上海,2016-06-27,紧凑型车,wise,57
上海,2016-06-17,紧凑型车,wise,57
上海,2016-07-01,紧凑型车,wise,0
上海,2016-06-24,紧凑型车,wise,61
上海,2016-06-25,紧凑型车,wise,0
上海,2016-06-30,紧凑型车,wise,57
上海,2016-07-06,紧凑型车,wise,59
上海,2016-06-23,紧凑型车,wise,61
上海,2016-06-16,紧凑型车,wise,64
上海,2016-07-12,紧凑型车,wise,0
上海,2016-06-22,紧凑型车,wise,61
上海,2016-06-21,紧凑型车,wise,57
上海,2016-07-08,紧凑型车,wise,59
上海,2016-07-04,紧凑型车,wise,64
上海,2016-07-13,紧凑型车,wise,61
上海,2016-07-10,紧凑型车,wise,59
上海,2016-06-28,紧凑型车,wise,64
上海,2016-07-02,紧凑型车,wise,0
上海,2016-06-26,紧凑型车,wise,61
上海,2016-07-07,紧凑型车,wise,57
上海,2016-07-09,紧凑型车,wise,64
上海,2016-07-03,紧凑型车,wise,61
上海,2016-07-11,紧凑型车,wise,61
上海,2016-07-14,紧凑型车,wise,59
上海,2016-07-15,紧凑型车,wise,61
上海,2016-07-16,紧凑型车,wise,59
上海,2016-07-20,紧凑型车,wise,61
上海,2016-07-23,紧凑型车,wise,57
上海,2016-07-26,紧凑型车,wise,59
上海,2016-07-18,紧凑型车,wise,61
上海,2016-07-22,紧凑型车,wise,57
上海,2016-08-06,紧凑型车,wise,64
上海,2016-08-08,紧凑型车,wise,57
上海,2016-07-21,紧凑型车,wise,59
上海,2016-08-14,紧凑型车,wise,57
上海,2016-07-25,紧凑型车,wise,0
上海,2016-07-28,紧凑型车,wise,59
上海,2016-08-03,紧凑型车,wise,64
上海,2016-07-27,紧凑型车,wise,59
上海,2016-08-05,紧凑型车,wise,61
上海,2016-07-30,紧凑型车,wise,57
上海,2016-08-15,紧凑型车,wise,61
上海,2016-08-10,紧凑型车,wise,61
上海,2016-07-17,紧凑型车,wise,61
上海,2016-08-12,紧凑型车,wise,57
上海,2016-08-01,紧凑型车,wise,64
上海,2016-08-09,紧凑型车,wise,61
上海,2016-07-29,紧凑型车,wise,61
上海,2016-07-24,紧凑型车,wise,61
上海,2016-08-02,紧凑型车,wise,57
上海,2016-07-31,紧凑型车,wise,61
上海,2016-08-11,紧凑型车,wise,59
上海,2016-08-07,紧凑型车,wise,61
上海,2016-08-04,紧凑型车,wise,57
上海,2016-08-13,紧凑型车,wise,68
上海,2016-07-19,紧凑型车,wise,59
